condition,replicate,minimum_probe_signature_distance,identifiable,correct_chart_and_identifiable
null,98,0.005000000000,0,0
null,99,0.005000000000,0,0
null,100,0.020000000000,0,0
null,101,0.005000000000,0,0
null,102,0.005000000000,0,0
null,103,0.005000000000,0,0
null,104,0.010000000000,0,0
null,105,0.010000000000,0,0
null,106,0.010000000000,0,0
null,107,0.010000000000,0,0
null,108,0.030000000000,0,0
null,109,0.010000000000,0,0
null,110,0.000000000000,0,0
null,111,0.005000000000,0,0
null,112,0.010000000000,0,0
null,113,0.000000000000,0,0
null,114,0.015000000000,0,0
null,115,0.015000000000,0,0
null,116,0.010000000000,0,0
null,117,0.000000000000,0,0
null,118,0.005000000000,0,0
null,119,0.015000000000,0,0
null,120,0.015000000000,0,0
null,121,0.005000000000,0,0
null,122,0.005000000000,0,0
null,123,0.005000000000,0,0
null,124,0.005000000000,0,0
null,125,0.000000000000,0,0
null,126,0.015000000000,0,0
null,127,0.015000000000,0,0
null,128,0.005000000000,0,0
null,129,0.000000000000,0,0
null,130,0.010000000000,0,0
null,131,0.000000000000,0,0
null,132,0.005000000000,0,0
null,133,0.000000000000,0,0
null,134,0.000000000000,0,0
null,135,0.010000000000,0,0
null,136,0.005000000000,0,0
null,137,0.010000000000,0,0
null,138,0.000000000000,0,0
null,139,0.015000000000,0,0
null,140,0.020000000000,0,0
null,141,0.000000000000,0,0
null,142,0.035000000000,0,0
null,143,0.005000000000,0,0
null,144,0.015000000000,0,0
null,145,0.010000000000,0,0
null,146,0.005000000000,0,0
null,147,0.015000000000,0,0
null,148,0.020000000000,0,0
null,149,0.025000000000,0,0
null,150,0.010000000000,0,0
null,151,0.015000000000,0,0
null,152,0.025000000000,0,0
null,153,0.010000000000,0,0
null,154,0.005000000000,0,0
null,155,0.010000000000,0,0
null,156,0.000000000000,0,0
null,157,0.005000000000,0,0
null,158,0.020000000000,0,0
null,159,0.035000000000,0,0
null,160,0.025000000000,0,0
null,161,0.000000000000,0,0
null,162,0.015000000000,0,0
null,163,0.020000000000,0,0
null,164,0.000000000000,0,0
null,165,0.010000000000,0,0
null,166,0.000000000000,0,0
null,167,0.010000000000,0,0
null,168,0.020000000000,0,0
null,169,0.010000000000,0,0
null,170,0.000000000000,0,0
null,171,0.015000000000,0,0
null,172,0.000000000000,0,0
null,173,0.005000000000,0,0
null,174,0.010000000000,0,0
null,175,0.005000000000,0,0
null,176,0.010000000000,0,0
null,177,0.015000000000,0,0
null,178,0.005000000000,0,0
null,179,0.005000000000,0,0
null,180,0.000000000000,0,0
null,181,0.005000000000,0,0
null,182,0.015000000000,0,0
null,183,0.015000000000,0,0
null,184,0.025000000000,0,0
null,185,0.010000000000,0,0
null,186,0.005000000000,0,0
null,187,0.020000000000,0,0
null,188,0.005000000000,0,0
null,189,0.000000000000,0,0
null,190,0.000000000000,0,0
null,191,0.015000000000,0,0
null,192,0.015000000000,0,0
null,193,0.010000000000,0,0
null,194,0.010000000000,0,0
null,195,0.015000000000,0,0
null,196,0.030000000000,0,0
null,197,0.000000000000,0,0
null,198,0.030000000000,0,0
null,199,0.005000000000,0,0
null,200,0.005000000000,0,0
null,201,0.015000000000,0,0
null,202,0.010000000000,0,0
null,203,0.015000000000,0,0
null,204,0.020000000000,0,0
null,205,0.010000000000,0,0
null,206,0.015000000000,0,0
null,207,0.020000000000,0,0
null,208,0.010000000000,0,0
null,209,0.005000000000,0,0
null,210,0.010000000000,0,0
null,211,0.000000000000,0,0
null,212,0.005000000000,0,0
null,213,0.005000000000,0,0
null,214,0.000000000000,0,0
null,215,0.000000000000,0,0
null,216,0.015000000000,0,0
null,217,0.005000000000,0,0
null,218,0.015000000000,0,0
null,219,0.005000000000,0,0
null,220,0.000000000000,0,0
null,221,0.005000000000,0,0
null,222,0.005000000000,0,0
null,223,0.000000000000,0,0
null,224,0.015000000000,0,0
null,225,0.000000000000,0,0
null,226,0.005000000000,0,0
null,227,0.005000000000,0,0
null,228,0.010000000000,0,0
null,229,0.005000000000,0,0
null,230,0.000000000000,0,0
null,231,0.005000000000,0,0
null,232,0.010000000000,0,0
null,233,0.000000000000,0,0
null,234,0.000000000000,0,0
null,235,0.005000000000,0,0
null,236,0.000000000000,0,0
null,237,0.005000000000,0,0
null,238,0.010000000000,0,0
null,239,0.020000000000,0,0
null,240,0.005000000000,0,0
null,241,0.000000000000,0,0
null,242,0.010000000000,0,0
null,243,0.005000000000,0,0
null,244,0.005000000000,0,0
null,245,0.010000000000,0,0
null,246,0.035000000000,0,0
null,247,0.005000000000,0,0
null,248,0.010000000000,0,0
null,249,0.000000000000,0,0
null,250,0.015000000000,0,0
null,251,0.005000000000,0,0
null,252,0.005000000000,0,0
null,253,0.005000000000,0,0
null,254,0.005000000000,0,0
null,255,0.005000000000,0,0
null,256,0.000000000000,0,0
null,257,0.015000000000,0,0
null,258,0.005000000000,0,0
null,259,0.025000000000,0,0
null,260,0.005000000000,0,0
null,261,0.005000000000,0,0
null,262,0.010000000000,0,0
null,263,0.015000000000,0,0
null,264,0.010000000000,0,0
null,265,0.020000000000,0,0
null,266,0.005000000000,0,0
null,267,0.000000000000,0,0
null,268,0.020000000000,0,0
null,269,0.005000000000,0,0
null,270,0.000000000000,0,0
null,271,0.010000000000,0,0
null,272,0.005000000000,0,0
null,273,0.010000000000,0,0
null,274,0.020000000000,0,0
null,275,0.000000000000,0,0
null,276,0.005000000000,0,0
null,277,0.005000000000,0,0
null,278,0.005000000000,0,0
null,279,0.010000000000,0,0
null,280,0.005000000000,0,0
null,281,0.000000000000,0,0
null,282,0.005000000000,0,0
null,283,0.010000000000,0,0
null,284,0.005000000000,0,0
null,285,0.005000000000,0,0
null,286,0.005000000000,0,0
null,287,0.005000000000,0,0
null,288,0.000000000000,0,0
null,289,0.010000000000,0,0
null,290,0.005000000000,0,0
null,291,0.010000000000,0,0
null,292,0.005000000000,0,0
null,293,0.005000000000,0,0
null,294,0.015000000000,0,0
null,295,0.015000000000,0,0
null,296,0.015000000000,0,0
null,297,0.000000000000,0,0
null,298,0.000000000000,0,0
null,299,0.015000000000,0,0
